review,stars,date,neg,neu,pos,compound
Hoyts in general is a really great chain but this cinema is one of my favorites! …, 5 ,2020/01,0.0,0.66,0.34,0.771
, 5 ,2020/01,0.0,0.0,0.0,0.0
Relaxing chairs but busy. Yummy Ben and Jerry's, 4 ,2020/01,0.0,0.472,0.528,0.7717
, 2 ,2020/01,0.0,0.0,0.0,0.0
Korean chicken was awesome.., 5 ,2020/01,0.0,1.0,0.0,0.0
Good place for family, 4 ,2020/01,0.0,0.508,0.492,0.4404
The best cinema ever. Really comfy adjustable seats and very clean unlike to EVENTS. Never disappointed me!, 5 ,2020/01,0.0,0.582,0.418,0.8761
, 5 ,2020/01,0.0,0.0,0.0,0.0
, 5 ,2020/01,0.0,0.0,0.0,0.0
The movie starts at 10am and the cinema and at 09:45am still hasn't opened their doors... People standing outside waiting.., 1 ,2020/01,0.0,1.0,0.0,0.0
, 5 ,2020/01,0.0,0.0,0.0,0.0
, 5 ,2020/01,0.0,0.0,0.0,0.0
, 5 ,2020/01,0.0,0.0,0.0,0.0
, 4 ,2020/01,0.0,0.0,0.0,0.0
This is a great cinema and the reclining chairs are fantastic. So comfy, 5 ,2020/01,0.0,0.565,0.435,0.8271
"I went there for 25+yrs about 15yrs every Sunday afternoon and when I went on the pension it was every Tuesday (cheap seats) - Snack bar's a bit pricy, but what isn't and let's face it it wouldn't be a movie experience without a choc top, …", 5 ,2020/01,0.046,0.954,0.0,-0.2235
Best cinema in the town and the recliners are the all time favs, 5 ,2020/01,0.0,0.741,0.259,0.6369
, 5 ,2020/01,0.0,0.0,0.0,0.0
I like the reclining chairs. Great to relax and watch the latest movies., 4 ,2020/01,0.0,0.486,0.514,0.8591
Great, 4 ,2020/01,0.0,0.0,1.0,0.6249
, 1 ,2020/01,0.0,0.0,0.0,0.0
, 4 ,2020/01,0.0,0.0,0.0,0.0
, 5 ,2020/01,0.0,0.0,0.0,0.0
, 5 ,2020/01,0.0,0.0,0.0,0.0
, 4 ,2020/01,0.0,0.0,0.0,0.0
, 5 ,2020/01,0.0,0.0,0.0,0.0
, 5 ,2020/01,0.0,0.0,0.0,0.0
, 4 ,2020/01,0.0,0.0,0.0,0.0
, 5 ,2020/01,0.0,0.0,0.0,0.0
Seat very comfortable, 5 ,2020/01,0.0,0.358,0.642,0.5563
Recliner seats are a must!, 4 ,2020/01,0.0,1.0,0.0,0.0
, 3 ,2020/01,0.0,0.0,0.0,0.0
"Miss this place! It was so good! Slow service at Ben and Jerry's, but Cinema was awesome.", 5 ,2020/01,0.054,0.586,0.36,0.8521
, 5 ,2020/01,0.0,0.0,0.0,0.0
, 4 ,2020/01,0.0,0.0,0.0,0.0
They got leather recliners but its expensive., 5 ,2020/01,0.0,1.0,0.0,0.0
I agree with Potato Cat. Staff not very professional in service and customer service ignoring people going through to cinemas. Only good thing about this place is they have recliners., 2 ,2020/01,0.079,0.762,0.158,0.4019
Love this place😍� …, 5 ,2020/01,0.0,0.323,0.677,0.6369
, 5 ,2020/01,0.0,0.0,0.0,0.0
, 5 ,2020/01,0.0,0.0,0.0,0.0
, 4 ,2020/01,0.0,0.0,0.0,0.0
, 5 ,2020/01,0.0,0.0,0.0,0.0
My chair didn't go up or down. It was broken., 3 ,2020/01,0.256,0.744,0.0,-0.4767
"Best Cinema in Brisbane. The others are quite pricey considering the quality they offer. Always clean, and really comfy seats.", 5 ,2020/01,0.0,0.723,0.277,0.7845
Nice, 5 ,2020/01,0.0,0.0,1.0,0.4215
, 5 ,2020/01,0.0,0.0,0.0,0.0
, 5 ,2020/01,0.0,0.0,0.0,0.0
, 5 ,2020/01,0.0,0.0,0.0,0.0
Love this Hoyts - ice cream is great and all of the staff are really friendly and helpful. Usually clean and tidy, 5 ,2020/01,0.0,0.477,0.523,0.9556
, 5 ,2020/01,0.0,0.0,0.0,0.0
, 4 ,2020/01,0.0,0.0,0.0,0.0
, 5 ,2020/01,0.0,0.0,0.0,0.0
, 3 ,2020/01,0.0,0.0,0.0,0.0
, 5 ,2020/01,0.0,0.0,0.0,0.0
Great cinemas, 5 ,2020/01,0.0,0.196,0.804,0.6249
Best cinema ever and best food before and after, 5 ,2020/01,0.0,0.455,0.545,0.8555
"Excellent cinemas,  comfortable recliner chairs, big screen pricey popcorn and drinks. A large popcorn and fizzy drink is $18 too expensive", 5 ,2020/01,0.0,0.72,0.28,0.7906
, 5 ,2020/01,0.0,0.0,0.0,0.0
, 5 ,2020/01,0.0,0.0,0.0,0.0
, 5 ,2020/01,0.0,0.0,0.0,0.0
, 5 ,2020/01,0.0,0.0,0.0,0.0
, 4 ,2020/01,0.0,0.0,0.0,0.0
, 1 ,2020/01,0.0,0.0,0.0,0.0
Nice cinema; I just wish if they add sessions for parents+kids for most new movies., 4 ,2020/01,0.0,0.686,0.314,0.6705
, 5 ,2020/01,0.0,0.0,0.0,0.0
, 5 ,2020/01,0.0,0.0,0.0,0.0
, 3 ,2020/01,0.0,0.0,0.0,0.0
, 4 ,2020/01,0.0,0.0,0.0,0.0
$15 tickets with reclining chairs. We ended up at the front of the cinema and it was still a great experience. Parking was super busy on a Saturday so get there early., 5 ,2020/01,0.0,0.778,0.222,0.8402
, 5 ,2020/01,0.0,0.0,0.0,0.0
, 5 ,2020/01,0.0,0.0,0.0,0.0
, 5 ,2020/01,0.0,0.0,0.0,0.0
, 4 ,2020/01,0.0,0.0,0.0,0.0
, 5 ,2020/01,0.0,0.0,0.0,0.0
Good but too expensive, 3 ,2020/01,0.0,0.606,0.394,0.2382
, 5 ,2020/01,0.0,0.0,0.0,0.0
, 5 ,2020/01,0.0,0.0,0.0,0.0
, 5 ,2020/01,0.0,0.0,0.0,0.0
, 5 ,2020/01,0.0,0.0,0.0,0.0
Too expensive, 3 ,2020/01,0.0,1.0,0.0,0.0
Good, 4 ,2020/01,0.0,0.0,1.0,0.4404
, 5 ,2020/01,0.0,0.0,0.0,0.0
Very comfy seat!, 5 ,2020/01,0.0,1.0,0.0,0.0
Bit expensive., 3 ,2020/01,0.0,1.0,0.0,0.0
, 4 ,2020/01,0.0,0.0,0.0,0.0
, 5 ,2020/01,0.0,0.0,0.0,0.0
, 5 ,2020/01,0.0,0.0,0.0,0.0
, 4 ,2020/01,0.0,0.0,0.0,0.0
, 5 ,2020/01,0.0,0.0,0.0,0.0
, 4 ,2020/01,0.0,0.0,0.0,0.0
, 4 ,2020/01,0.0,0.0,0.0,0.0
"Great cinema, love the recliner seats", 5 ,2020/01,0.0,0.325,0.675,0.8519
"Great cinema with reclinable seats. Can reserve seats online. Tickets are fairly expensive, but on par with Event Cinemas.", 4 ,2020/01,0.0,0.876,0.124,0.3716
"Great cinema, easy access, even for people in wheelchairs", 4 ,2020/01,0.0,0.5,0.5,0.7906
Comfortable seating and a good place to go with kids, 5 ,2020/01,0.0,0.53,0.47,0.7351
Just pass by., 4 ,2020/01,0.0,1.0,0.0,0.0
Busy, 4 ,2020/01,0.0,1.0,0.0,0.0
Great cinema with reclining seats, 4 ,2020/01,0.0,0.494,0.506,0.6249
, 1 ,2020/01,0.0,0.0,0.0,0.0
Great recliners. Very comfortable, 4 ,2020/01,0.0,0.206,0.794,0.8268
, 3 ,2020/01,0.0,0.0,0.0,0.0
"Tickets: $40, one popcorn and two drinks: $32, paying almost 80 bucks for a movie i could have downloaded a week later: priceless", 2 ,2020/01,0.0,1.0,0.0,0.0
, 5 ,2020/01,0.0,0.0,0.0,0.0
Awesome, 5 ,2020/01,0.0,0.0,1.0,0.6249
, 3 ,2020/01,0.0,0.0,0.0,0.0
Good theatre, 4 ,2020/01,0.0,0.256,0.744,0.4404
It had great seating, 4 ,2020/01,0.0,0.423,0.577,0.6249
, 5 ,2020/01,0.0,0.0,0.0,0.0
best value for money, 5 ,2020/01,0.0,0.233,0.767,0.765
Love the reclining chairs... just didnt love the $18 price p/p for a movie... kids prices should apply!, 3 ,2020/01,0.147,0.656,0.197,0.2787
Best movie theatre and it is my local. I am thrilled to say. Leather reclining seats with great view from any part of the theatre. It is a pleasure to got to these movies., 5 ,2020/01,0.0,0.653,0.347,0.9423
Seats are great but the food is to expensive, 4 ,2020/01,0.0,0.758,0.242,0.3716
, 1 ,2020/01,0.0,0.0,0.0,0.0
Great. Ben and Jerry ice cream, 4 ,2020/01,0.0,0.549,0.451,0.6249
good, 5 ,2020/01,0.0,0.0,1.0,0.4404
, 5 ,2020/01,0.0,0.0,0.0,0.0
Love the cinemas..from Ben n Jerry to seat recliners and staff service..excellent, 5 ,2020/01,0.0,0.704,0.296,0.6369
, 5 ,2020/01,0.0,0.0,0.0,0.0
, 3 ,2020/01,0.0,0.0,0.0,0.0
, 5 ,2020/01,0.0,0.0,0.0,0.0
, 5 ,2020/01,0.0,0.0,0.0,0.0
Good cinema, 5 ,2020/01,0.0,0.256,0.744,0.4404
Very comfy reclining chairs, 5 ,2020/01,0.0,1.0,0.0,0.0
, 3 ,2020/01,0.0,0.0,0.0,0.0
, 5 ,2020/01,0.0,0.0,0.0,0.0
, 5 ,2020/01,0.0,0.0,0.0,0.0
Good place to eat and have fun, 4 ,2020/01,0.0,0.446,0.554,0.7351
Love the reclining seats., 5 ,2020/01,0.0,0.417,0.583,0.6369
Nice seats! Comfy!, 5 ,2020/01,0.0,0.371,0.629,0.5242
, 5 ,2020/01,0.0,0.0,0.0,0.0
disappointing..... how can they justify $22 for a kids ticket..... massive money grab. don't usually come here and wont be returning. Event cinemas  (Cinebuz) ... much better and only $10 each!!!, 1 ,2020/01,0.0,0.885,0.115,0.5826
, 5 ,2020/01,0.0,0.0,0.0,0.0
, 4 ,2020/01,0.0,0.0,0.0,0.0
Dirty, 3 ,2020/01,1.0,0.0,0.0,-0.4404
, 4 ,2020/01,0.0,0.0,0.0,0.0
My favorite cinema in all of QLD. Always really clean and very comfy seats., 5 ,2020/01,0.0,0.667,0.333,0.7178
, 4 ,2020/01,0.0,0.0,0.0,0.0
, 5 ,2020/01,0.0,0.0,0.0,0.0
, 4 ,2020/01,0.0,0.0,0.0,0.0
, 5 ,2020/01,0.0,0.0,0.0,0.0
, 4 ,2020/01,0.0,0.0,0.0,0.0
, 5 ,2020/01,0.0,0.0,0.0,0.0
, 5 ,2020/01,0.0,0.0,0.0,0.0
"Like this cinema, close to me.", 4 ,2020/01,0.0,0.667,0.333,0.3612
good, 4 ,2020/01,0.0,0.0,1.0,0.4404
Come for the movies. Return for the seats. Always a joy coming to a Hoyts, 5 ,2020/01,0.0,0.759,0.241,0.5859
, 5 ,2020/01,0.0,0.0,0.0,0.0
, 4 ,2020/01,0.0,0.0,0.0,0.0
Recliner seats are sooo comfy., 5 ,2020/01,0.0,1.0,0.0,0.0
, 5 ,2020/01,0.0,0.0,0.0,0.0
, 5 ,2020/01,0.0,0.0,0.0,0.0
Love it, 5 ,2020/01,0.0,0.192,0.808,0.6369
, 5 ,2020/01,0.0,0.0,0.0,0.0
Nice place, 4 ,2020/01,0.0,0.263,0.737,0.4215
Pricey and no discount for students, 3 ,2020/01,0.306,0.694,0.0,-0.296
, 5 ,2020/01,0.0,0.0,0.0,0.0
, 5 ,2020/01,0.0,0.0,0.0,0.0
, 5 ,2020/01,0.0,0.0,0.0,0.0
, 5 ,2020/01,0.0,0.0,0.0,0.0
"I watched Avengers : Endgame
Always love coming here to use the recliner seats and is my ""go to"" cinema because its pretty clean and not cramped spaces between seats *compared to my other experiences* Though I do feel like the customer service could do better.", 4 ,2020/01,0.0,0.71,0.29,0.9382
"Love the experience, location, service and movie selection. Would be great if they offered cheaper options for students", 4 ,2020/01,0.0,0.658,0.342,0.8519
, 5 ,2020/01,0.0,0.0,0.0,0.0
, 4 ,2020/01,0.0,0.0,0.0,0.0
Comfortable seats. Reasonable price. Not crowded, 5 ,2020/01,0.0,0.602,0.398,0.5106
, 1 ,2020/01,0.0,0.0,0.0,0.0
